#velocity model defined in raysum, isotropic and 1D
#depth    vp      vs n
   0.00  5.800 3.400 0
  20.00  5.800 3.400 0
  20.00  7.900 4.400 0
5000.00  7.900 4.400 0
5000.00  7.900 4.400 0
