#velocity model defined in raysum, isotropic and 1D
#depth    vp      vs n
   0.00  3.540 1.410 0
  30.00  3.540 1.410 0
  30.00  7.700 4.200 0
5000.00  7.700 4.200 0
5000.00  7.700 4.200 0
